Operation,Cost,Imputation,Region,Division,Sub-Division,Accounting Sta.,Locality,Management m.,,Vote holder
FMSB de Yaoundé : Transfert en capital(du Projet N° 3-41-01-653-409),30000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
SAMU : Transfert en capital(du Projet N° 3-41-01-653-409),50000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
CIRCB: Subvention d'investissement(du Projet N° 3-41-01-653-409),500000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
CHU de Yaoundé : Subvention(du Projet N° 3-41-01-653-409),150000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
Synergies Africaines :Subvention(du Projet N° 3-41-01-653-409),100000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
HÔPITAL  GENERAL  de Yaoundé : Subvention(du Projet N° 3-41-01-653-409),150000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
Ordre des médecins : Transfert en capital(du Projet N° 3-41-01-653-409),20000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
HÔPITAL GENERAL de Douala : Subvention(du Projet N° 3-41-01-653-409),150000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
HÔPITAL  GENICO-OBSTETRIQUE de Yaoundé : Subvention(du Projet N° 3-41-01-653-409),150000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
FMSB de Buéa : Transfert en Capital(du Projet N° 3-41-01-653-409),25000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINISTRE
DRH: Subvention aux écoles de formation privées.(du Projet N° 3-41-01-653-409),170000,403400202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,MINSTRE
DRH : Atelier d'Elaboration de nouvelles filières paramédicales(du Projet N° 2-30-02-222-814),15000,403400302023,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,,Ministre
DRH : Atelier d'Elaboration de nouvelles filières médicales(du Projet N° 2-30-02-222-814),15000,403400302023,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,,Ministre
DRH :  Séminaire d'imprégnation des jeunes médecins et inscription à l'ONMC(du Projet N° 2-30-02-222-814),30000,403400302028,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,,Ministre
DRH : Séminaire d'imprégnation des personnels recrutés dans le cadre des 25000(du Projet N° 2-30-02-222-814),25000,403400302028,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,,Ministre
DRH: Elaboration du plan de formation continue.(du Projet N° 2-30-02-222-814),15000,403400302028,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,GC,Ministre
DRH : Enquête sur les ressources humaines de la santé(du Projet N° 2-30-02-222-814),40000,403400302070,,Direction des Ressources Humaines,DRH,PAIERIE GENERALE,DRH,,,Ministre
Cellule Informatique : Acquérir un logiciel de traduction(du Projet N° 2-30-02-222-814),3500,403400502011,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
"DEP : Etude en vue du recrutement de consultants en vue de l'élaboration des plans de développement architecturale et technique de certaines formations sanitaires des régions du Centre et de l'Est (HD Soa, HD Olembe, HD doumé et HD Messamena)",40000,403400502020,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,GC,Ministre
DEP : Maîtrise d'oeuvre portant suivi et contrôle des travaux.(du Projet N° 2-30-02-222-814),40000,403400502021,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
Cellule Informatique:Mise en place d’une banque de données pour la gestion des bourses et stages(du Projet N° 2-30-02-222-814),10000,403400502022,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
DEP: Etude architecturale pour la construction de l'Ecole des infirmiers spécialisé en anesthésie et réhanimation d'Edéa.(du Projet N° 2-30-02-222-814),10000,403400502030,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
DEP : Etude pour l'élaboration du Dossier de faisabilité architecturale et technique pour la construction de l'Hôpital Régional Annexe de Mbalmayo(du Projet N° 2-30-02-222-814),35000,403400502030,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
Centre de Documentation et des Archives(CDA) : Construction(du Projet N° 3-41-01-203-088),70000,403400502220,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
DEP : Provision pour construction et équipements des centres régionaux d'hémodialyses et d'imagerie médicales(du Projet N° 3-41-01-203-088),2000000,403400502221,,Division des Etudes et de la Planificati,Division des Etudes et de la P,PAIERIE GENERALE,Division des Etudes et de la P,,,Ministre
"DAJC: Traduction en anglais du receuil des textes du MINSANTE,(du Projet N° 2-30-02-222-814)",15000,403400602020,,Division des Affaires Juridiques et du C,Division des Affaires Juridiqu,PAIERIE GENERALE,Division des Affaires Juridiques,,,Ministre
CNLS : Prévention de la transmission du VIH de la mère à l'enfant(du Projet N° 3-41-01-227-089),100000,403500102070,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,Comité de Lutte contre le SIDA,,,MINISTRE
CNLS : Achat et distribution des ARV(du Projet N° 3-41-01-227-089),6000000,403500102272,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,BOUMDEL,,,MINISTRE
CNLS :Achat des tests de dépistage (1er et 2e test) et des consommables(du Projet N° 3-41-01-227-089),300000,403500102272,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,Comité de Lutte contre le SIDA,,,MINISTRE
CNLS :Achat et distribution des réactifs de bilans biologiques(du Projet N° 3-41-01-227-089),350000,403500102272,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,Comité de Lutte contre le SIDA,,,MINISTRE
CNLS : Achat et distribution des médicaments contre les IO(du Projet N° 3-41-01-227-089),200000,403500102272,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,Comité de Lutte contre le SIDA,,,MINISTRE
CNLS : Acquisition de 15 photocopieurs pour les unités régionales de suivi et évaluation(du Projet N° 3-41-01-227-089),22500,403500102276,,Comité de Lutte contre le SIDA,Comité de Lutte contre le SIDA,PAIERIE GENERALE,Comité de Lutte contre le SIDA,,,MINISTRE
CNE: Acquisition moto(du Projet N° 2-30-02-222-402),1500,403500112281,,COMITÉ NATIONAL ÉPIDÉMIOL,COMITE NATIONAL EPIDEMIOL,PAIERIE GENERALE,COMITE NAT EPIDEMIOL,,,Ministre
PNLP : Achat des MILDA pour toute la population(du Projet N° 3-41-01-227-089),800000,403500222272,,Programme National de lutte contre le Pa,Programme National de lutte co,PAIERIE GENERALE,Programme de Lutte contre la Tuberculose,,,MINISTRE
PNLP :  Acquisition des antipaludiques pour distribution gratuite(du Projet N° 3-41-01-227-089),500000,403500222272,,Programme National de lutte contre le Pa,Programme National de lutte co,PAIERIE GENERALE,Programme National de lutte contre le Paludisme,,,MINISTRE
PNLT : Equipement des laboratoires de cultures(GeneXpert) DLA MRA BDA(du Projet N° 3-41-01-227-089),66000,403500252272,,Programme de Lutte contre la Tuberculose,Programme de Lutte contre la T,PAIERIE GENERALE,Programme de Lutte contre la Tuberculose,,,MINISTRE
CENAME: Paiement arrières(du Projet N° 3-41-01-227-089),150000,4073001128132,,Centre National du Médicament,Centre National du Médicament,PAIERIE GENERALE,CENAME,,,MINISTRE
"ressource externe pour Programme conjoint pour l'amélioration de la gouvernance du système de santé, l'accessibilité et de la qualité des services de santé(du Projet N° 3-41-01-202-833)",1500000,409800022020,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour programme de survie du jeune enfant (UNICEF)(du Projet N° 3-41-03-661-026),2500000,409800022029,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour Renforcement du système de santé (OMS)(du Projet N° 3-41-01-208-774),2000000,409800022029,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour Facilité internationale pour l'achat des médicaments (FIAM)(du Projet N° 3-56-02-227-406),1000000,409800022272,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour Programme enfant et VIH Sida(du Projet N° 3-41-01-611-803),550000,409800022272,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
Programme Lutte contre SIDA/MST (IDA)(du Projet N° 3-41-01-611-802),4000000,409800022272,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour programme Elargi de Vaccination(du Projet N° 3-41-01-201-702),9814923,409800022813,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour programme de lutte contre la tuberculose(du Projet N° 3-41-01-611-820),1669146,409800022813,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
ressource externe pour programme de lutte contre le paludisme(du Projet N° 3-41-01-611-840),2684673,409800022813,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
Ressource externe pour Programme d'appui à l'investissement dans le secteur de la santé (BM)(du Projet N° 3-41-01-611-701),2500000,409800022813,,DIRECTION LUTTE CON MALAD,DIRECTION LUTTE CON MALAD,PAIERIE GENERALE,DIRECTION LUTTE CONTRE MALAD,,,Ministre
Ressource externe pour programme d'appui à la santé de reproduction(du Projet N° 3-41-01-208-558),1000000,409800202020,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,GC,Ministre
ressource externe pour Assistance Technique Egyptienne(du Projet N° 3-41-01-653-407),400000,409800202029,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour construction de l'hôpital de référence de garoua(du Projet N° 2-30-01-222-659),1000000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour construction and equipment of the National Center for Emergency(du Projet N° 2-30-01-222-609),700000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour construction de l'hôpital génico obstétrique de douala(du Projet N° 3-41-01-278-666),3500000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour Construction /aménagement des écoles de formation IDE(du Projet N° 2-30-02-222-813),381258,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour programme de construction des centres de santé intégrés(du Projet N° 3-50-01-228-906),500000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
Ressource externe pour programme de contruction de centre de santé intégrés(du Projet N° 3-41-01-222-005),500000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour Construction de l'Hopital Général de Bamenda(du Projet N° 3-41-01-222-112),500000,409800202221,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour Programme Germano-Camerounais de Sante(du Projet N° 3-41-01-611-607),2300000,409800202272,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
"ressource externe pour construction, réhabilitation et équipement des hôpitaux de district et csi dans 4 régions(du Projet N° 3-41-01-202-444)",800000,409800202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
ressource externe pour Projet assistance technique chinoise(du Projet N° 4-01-02-205-564),600000,409800202813,,Direction des Ressources Financières et,Direction des Ressources Finan,PAIERIE GENERALE,Direction des Ressources Fin,,,Ministre
Séminaire sur la mise en place de l'assurance maladie(du Projet N° 3-56-02-202-022),20000,413300022020,,DIRECTION DE LA SANTÉ ET,DIRECTION DE LA SANTE ET,PAIERIE GENERALE,DIRECTION DE LA SANTE ET,,,Ministre
séminaire sur les modalités relatives au financement de la sécurité sociale(du Projet N° 3-56-02-202-022),20000,413300022020,,DIRECTION DE LA SANTÉ ET,DIRECTION DE LA SANTE ET,PAIERIE GENERALE,DIRECTION DE LA SANTE ET,,,Ministre
Equipement du centre d'excellence de la DSST(du Projet N° 2-30-02-222-412),4000,413300022279,,DIRECTION DE LA SANTÉ ET,DIRECTION DE LA SANTE ET,PAIERIE GENERALE,DIRECTION DE LA SANTE ET,,,MINISTRE
Réfection de l'entrée principale du MINTSS(du Projet N° 2-30-02-222-412),20000,413400102230,,DIRECTION AFF GÉNERALES,DIRECTION AFF GÉNERALES,PAIERIE GENERALE,DIRECTION AFF GÉNERALES,,GC,Ministre
Réfection du circuit électrique du bâtiment central(du Projet N° 2-30-02-222-412),5800,413400102242,,DIRECTION AFF GÉNERALES,DIRECTION AFF GÉNERALES,PAIERIE GENERALE,DIRECTION AFF GÉNERALES,,,Ministre
Equipement des services en mobilier de bureau(du Projet N° 3-56-01-224-101),0,413400102261,,DIRECTION AFF GÉNERALES,DIRECTION AFF GÉNERALES,PAIERIE GENERALE,DIRECTION AFF GÉNERALES,,,Ministre
Acquisition du mobilier de bureau(du Projet N° 3-56-01-224-101),19900,413400102261,,DIRECTION AFF GÉNERALES,DIRECTION AFF GÉNERALES,PAIERIE GENERALE,DIRECTION AFF GÉNERALES,,,Ministre
 Acquisition du matériel informatique(du Projet N° 3-56-01-224-101),15000,413400102276,,DIRECTION AFF GÉNERALES,DIRECTION AFF GÉNERALES,PAIERIE GENERALE,DIRECTION AFF GÉNERALES,,,Ministre
